amount,inv_num,store_name,inv_date,inv_time,age_range,name
465,INV_36C68E410033476B,麥當勞,2025-11-15,00:19:00,"(17, 21]",玉米湯-大 / 勁辣雞腿堡 / 配-OREO炫冰 / 可樂-中 / 餐-牛炸蝦堡 / P03_六塊雞x2
50,INV_36CEF0D96DB79B07,麥當勞,2025-10-27,22:14:00,"(17, 21]",C綠茶_小 / 四雞塊_50
302,INV_36D8344E0A302BE4,麥當勞,2025-11-01,00:33:00,"(17, 21]",冰蜂蜜紅茶 / 配-雙OREO炫冰 / 加購勁辣翅 / 餐-蕈菇牛
130,INV_36FAD6567B045A92,麥當勞,2025-10-17,23:31:00,"(17, 21]",麥香魚 / 大麥克
153,INV_3705D61F8D44111E,麥當勞,2025-11-06,23:57:00,"(17, 21]",餐-雙層牛肉 / 配-經典大薯 / 雪碧-中
136,INV_373508DFAD94AF19,麥當勞,2025-10-20,02:12:00,"(17, 21]",六塊麥克雞塊 / 冰焦糖奶茶
324,INV_373B885D30F74E06,麥當勞,2025-11-07,23:07:00,"(17, 21]",冰紅茶-中 / 十塊麥克雞塊 / 配-經典大薯 / 餐-牛炸蝦堡
169,INV_3747ADB5C4D33E4B,麥當勞,2025-10-17,23:58:00,"(17, 21]",雪碧-中 / 餐-#(雞)脆薯堡 / 配-經典中薯
259,INV_374EC8F3C6D1F2CB,麥當勞,2025-10-21,22:17:00,"(17, 21]",雪碧-中 / 雙倍OR冰炫風 / 餐-六塊雞 / 配-經典大薯 / 玉米湯-小
187,INV_375296F0E8C1C310,麥當勞,2025-10-23,00:23:00,"(17, 21]",餐-雙層牛肉 / 配-經典中薯 / 零卡可-中 / C冰紅茶_小 / 薯條-小_50
194,INV_375B193DB0F4F314,麥當勞,2025-11-07,22:21:00,"(17, 21]",OREO冰炫風 / $2塑膠袋 / 餐-六塊雞 / 配-經典中薯 / 雪碧-中
69,INV_375C826E8017584F,麥當勞,2025-11-12,00:28:00,"(17, 21]",C可樂_小 / 麥克雙牛_69
2,INV_375CB43761600012,麥當勞,2025-10-22,23:49:00,"(17, 21]",$2塑膠袋
300,INV_376B455EBF825FD1,麥當勞,2025-11-05,23:21:00,"(17, 21]",冰焦糖奶茶 / 加購四雞塊 / 二辣腿排餐 / 配-OREO炫冰
224,INV_37723D953C942A6E,麥當勞,2025-11-07,00:38:00,"(17, 21]",歡樂送外送費 / ＃(雞)炸蝦堡 / 玉米湯-小
238,INV_37758CEDB282C29D,麥當勞,2025-11-09,23:01:00,"(17, 21]",冰蜂蜜紅茶 / 配-經典大薯 / 加購六塊雞 / 餐-勁辣雞腿
295,INV_37777193E2A84E1B,麥當勞,2025-10-27,00:34:00,"(17, 21]",冰無糖紅-中 / 可樂-中 / 加購四雞塊 / 配-經典大薯 / 二原腿排餐
147,INV_377D9177E47BA79A,麥當勞,2025-11-12,23:07:00,"(17, 21]",P06_大薯x2 / 雪碧-中 / D蛋捲冰淇淋
227,INV_377F90AC551721AE,麥當勞,2025-10-28,01:06:00,"(17, 21]",歡樂送外送費 / 零卡可-中 / 深夜雞塊雙響餐
140,INV_3787CDD28913E5D3,麥當勞,2025-10-21,00:37:00,"(17, 21]",原腿/排 / 雙層牛肉堡
227,INV_379731B40D30A3EC,麥當勞,2025-11-13,01:52:00,"(17, 21]",二辣腿排餐 / 可樂-中 / $2塑膠袋 / 配-六塊豪吃
305,INV_37B3C1874A8999A0,麥當勞,2025-10-17,23:00:00,"(17, 21]",餐-十塊雞 / 玉米湯-小 / 配-經典大薯 / $2塑膠袋 / 可樂-中 / 加購原腿/排
187,INV_37B45863C82FC507,麥當勞,2025-10-30,22:46:00,"(17, 21]",配-可可布朗炫冰 / 餐-大麥克 / 零卡可-中
277,INV_37C54197C006114E,麥當勞,2025-11-01,23:58:00,"(17, 21]",加購六塊雞 / OREO冰炫風 / 可樂-中 / 餐-大麥克 / 配-經典大薯
149,INV_37C5841FF776228B,麥當勞,2025-11-05,22:06:00,"(17, 21]",可樂-中 / 配-經典大薯 / 餐-六塊雞
177,INV_37CB9AFB9380F3CC,麥當勞,2025-11-09,22:21:00,"(17, 21]",配-六塊豪吃 / 可樂-中 / 餐-勁辣雞腿
218,INV_37E1DD17E451C804,麥當勞,2025-11-05,23:38:00,"(17, 21]",餐-牛炸蝦堡 / 雪碧-中 / 配-原腿/排
145,INV_37EF1C02C322FBD8,麥當勞,2025-10-27,23:58:00,"(17, 21]",四塊麥克雞塊 / OREO冰炫風 / 零卡可-中
189,INV_37EFE0A0CA5C2A37,麥當勞,2025-11-04,23:55:00,"(17, 21]",六塊麥克雞塊 / 薯條-大 / 玉米湯-大
294,INV_37F7EBCDDFB9B393,麥當勞,2025-10-18,22:06:00,"(17, 21]",冰綠茶-中 / 餐-#(雞)脆薯堡 / 加購六塊雞 / 配-經典大薯 / 玉米湯-小
214,INV_3801704BECE516FC,麥當勞,2025-10-29,02:51:00,"(17, 21]",薯條-中 / 冰紅茶-中 / 四塊麥克雞塊 / 勁辣雞腿堡
55,INV_3813E9606ADF8F4B,麥當勞,2025-11-13,22:52:00,"(17, 21]",玉米湯-大
38,INV_382156BDD7457EED,麥當勞,2025-11-08,23:21:00,"(17, 21]",A13_中冰紅1送1
350,INV_382835D06AEA4370,麥當勞,2025-10-17,22:42:00,"(17, 21]",餐-勁辣雞腿 / 冰蜂蜜紅茶 / 可樂-中 / 配-經典中薯 / 餐-起司三牛堡 / 加購勁辣翅
168,INV_3829A6F1086D2298,麥當勞,2025-11-14,22:09:00,"(17, 21]",配-經典大薯 / 餐-六塊雞 / 玉米湯-大 / $2塑膠袋
332,INV_382A75477F4224B1,麥當勞,2025-11-10,22:50:00,"(17, 21]",配-經典中薯 / 雙層牛肉堡 / 二辣腿排餐 / 可樂-中 / C綠茶_小 / 六塊雞_69
55,INV_382E8A88245C1866,麥當勞,2025-10-29,00:35:00,"(17, 21]",玉米湯-大
151,INV_38303C75CC9D1018,麥當勞,2025-11-13,22:24:00,"(17, 21]",P06_大薯x2 / 吉事漢堡_50 / $2塑膠袋 / C可樂_小
166,INV_384660AD0A2EDB21,麥當勞,2025-11-10,02:31:00,"(17, 21]",玉米湯-小 / 配-經典大薯 / 餐-雙層麥香雞
50,INV_3854A6185FF8DA0B,麥當勞,2025-11-09,01:31:00,"(17, 21]",C雪碧_小 / 麥香雞_50
224,INV_3860E918708623FA,麥當勞,2025-10-19,02:16:00,"(17, 21]",冰紅茶-中 / 加購四雞塊 / D小薯 / 配-經典中薯 / 餐-#(雞)脆薯堡
197,INV_3863BFFDE3FD8030,麥當勞,2025-10-16,01:58:00,"(17, 21]",配-經典大薯 / $2塑膠袋 / 冰綠茶-中 / 餐-十塊雞
301,INV_3871193845F9BCBB,麥當勞,2025-10-15,22:50:00,"(17, 21]",麥香魚 / 可樂-中 / 四塊麥克雞塊 / 大蛋捲冰 / 餐-#(雞)脆薯堡 / 配-經典中薯
186,INV_38896C42745DB88D,麥當勞,2025-10-30,03:18:00,"(17, 21]",C零卡可_小 / 玉米湯-小 / 配-經典大薯 / 勁辣翅_50 / 餐-麥香雞
398,INV_3894022F70486D58,麥當勞,2025-10-31,01:56:00,"(17, 21]",歡樂送外送費 / 薯條-大 / 可樂-中 / 玉米湯-大 / 分享配-大薯 / 雞塊(20)分享餐
335,INV_389502720AE083DD,麥當勞,2025-10-18,23:10:00,"(17, 21]",餐-雙層牛肉 / 玉米湯-小 / 餐-蕈菇牛 / 配-經典中薯 / 加購六塊雞
236,INV_38A047027E600334,麥當勞,2025-10-22,00:28:00,"(17, 21]",二辣腿排餐 / 雪碧-中 / 配-經典中薯 / 加購四雞塊
260,INV_38A474CEC90B6038,麥當勞,2025-10-30,03:39:00,"(17, 21]",#(雞)炸蝦堡 / 二原腿排
224,INV_38B474DDE7F743BB,麥當勞,2025-10-26,22:05:00,"(17, 21]",配-經典大薯 / 六塊麥克雞塊 / 玉米湯-小 / 餐-六塊雞
191,INV_38B833B040A967A3,麥當勞,2025-10-20,22:20:00,"(17, 21]",配-經典中薯 / 可樂-中 / 二辣腿排餐
252,INV_38C19572933207B7,麥當勞,2025-10-29,23:02:00,"(17, 21]",薯條-大 / 四塊麥克雞塊 / C雪碧_小 / 辣腿/排_69
280,INV_38CB87E988065385,麥當勞,2025-10-24,22:24:00,"(17, 21]",薯條-大 / 四塊麥克雞塊 / 勁辣翅_50 / 勁辣雞腿堡 / 冰紅茶-中 / C冰無糖紅_小
50,INV_38CBCB92BE4BB93A,麥當勞,2025-11-15,00:04:00,"(17, 21]",吉事漢堡_50 / C綠茶_小
99,INV_38D7CFE49CA88C4E,麥當勞,2025-11-06,23:40:00,"(17, 21]",P03_六塊雞x2
197,INV_38D9F4E7198857EB,麥當勞,2025-11-12,22:21:00,"(17, 21]",$2塑膠袋 / 薯條-小_50 / C冰紅茶_小 / 配-經典中薯 / 餐-六塊雞 / 熱奶茶
306,INV_38EE2A445274C237,麥當勞,2025-10-21,23:42:00,"(17, 21]",餐-#(牛)脆薯堡 / 可樂-中 / 配-原腿/排 / 加購原腿/排 / 薯條-中
208,INV_38FBD463EE547972,麥當勞,2025-11-09,00:35:00,"(17, 21]",OREO冰炫風 / 吉事漢堡_50 / P05_辣腿排x2 / C冰紅茶_小
389,INV_390B4CBDA6BF6A43,麥當勞,2025-11-09,23:24:00,"(17, 21]",餐-雙層牛肉 / 雙倍OR冰炫風 / 可樂-中 / $2塑膠袋 / 二辣腿排餐 / 配-經典大薯 / 冰綠茶-中
212,INV_3910F66623498A89,麥當勞,2025-11-01,22:48:00,"(17, 21]",餐-麥香雞M / 冰焦糖奶茶 / 配-經典中薯 / C綠茶_小 / 六塊雞_69
66,INV_392C4B5A126028D0,麥當勞,2025-11-05,01:27:00,"(17, 21]",薯條-大
120,INV_3930DC6A79172728,麥當勞,2025-10-31,22:21:00,"(17, 21]",配-經典中薯 / 玉米湯-小 / 餐-麥香雞
140,INV_3930FCB04F14AEC5,麥當勞,2025-10-15,23:21:00,"(17, 21]",餐-六塊雞 / 配-經典中薯 / 玉米湯-小
152,INV_3941F7B6D6CF5F8D,麥當勞,2025-10-16,22:16:00,"(17, 21]",#(牛)脆薯堡 / 四塊麥克雞塊
178,INV_3955AEDA3B2C2D6A,麥當勞,2025-10-17,22:19:00,"(17, 21]",麥香雞_50 / 蘋果派 / 四塊麥克雞塊 / 薯條-小 / C可樂_小
128,INV_3955D1A709C7CD55,麥當勞,2025-10-28,23:56:00,"(17, 21]",勁辣雞腿堡 / 薯條-中
121,INV_3956C476976D259E,麥當勞,2025-11-07,00:42:00,"(17, 21]",玉米湯-大 / 薯條-大
259,INV_395796C151A1A072,麥當勞,2025-11-01,00:43:00,"(17, 21]",$2塑膠袋 / 配-六塊豪吃 / 餐-雙層牛肉 / C可樂_小 / 麥克雙牛_69 / 玉米湯-大
2,INV_39618E33FCAE5243,麥當勞,2025-10-18,01:36:00,"(17, 21]",$2塑膠袋
966,INV_396EEF1A88F99E9E,麥當勞,2025-10-28,23:26:00,"(17, 21]",十塊麥克雞塊 / 雞塊辣腿分享盒 / 分享配-大薯 / *雙四盎司牛肉堡 / 薯條-大 / $2塑膠袋 / 二中可樂_1送1 / 大麥克
137,INV_397331DC8EEC7998,麥當勞,2025-11-04,23:42:00,"(17, 21]",餐-雙層牛肉 / 配-經典中薯 / 冰紅茶-中
242,INV_397555C1F71E58C1,麥當勞,2025-11-11,00:19:00,"(17, 21]",冰綠茶-中 / 可樂-中 / 配-經典中薯 / 餐-牛炸蝦堡
203,INV_397901C4EEA91ABB,麥當勞,2025-11-02,23:24:00,"(17, 21]",配-辣腿/排 / 餐-雙層牛肉 / 可樂-中 / $2塑膠袋 / 加購勁辣翅
48,INV_397F2A0D47EF89A1,麥當勞,2025-11-12,02:00:00,"(17, 21]",四塊麥克雞塊
219,INV_399087CD55C50365,麥當勞,2025-10-27,02:49:00,"(17, 21]",配-經典中薯 / 可樂-中 / 餐-十塊雞 / 玉米湯-小
241,INV_399CFB800A36191A,麥當勞,2025-10-30,23:41:00,"(17, 21]",餐-雙層麥香雞 / 冰焦糖奶茶 / 配-經典中薯 / 加購辣腿/排
247,INV_39B4C695720C920D,麥當勞,2025-11-11,22:59:00,"(17, 21]",玉米湯-小 / 配-六塊豪吃 / 冰蜂蜜紅茶 / 餐-嫩煎雞腿
165,INV_39B5E01159630554,麥當勞,2025-10-18,22:47:00,"(17, 21]",配-經典中薯 / 餐-嫩煎雞腿 / 玉米湯-大
133,INV_39D0FDB4D0306AB4,麥當勞,2025-10-31,02:24:00,"(17, 21]",套餐鮮乳 / 餐-麥香魚 / 配-經典大薯
281,INV_39E0FEFAEFD8DFA9,麥當勞,2025-11-08,23:40:00,"(17, 21]",配-經典大薯 / 餐-雞炸蝦堡M / 加購六塊雞 / 玉米湯-小
204,INV_39E2CC09338A1EAC,麥當勞,2025-11-14,23:43:00,"(17, 21]",餐-牛炸蝦堡 / 冰綠茶-中 / 配-經典中薯
199,INV_39E9873960954D48,麥當勞,2025-10-19,22:29:00,"(17, 21]",*冰蜂蜜奶茶 / 餐-#(牛)脆薯堡 / 配-經典中薯
283,INV_39F6699517727F54,麥當勞,2025-11-13,22:19:00,"(17, 21]",#(雞)炸蝦堡 / C雪碧_小 / P05_辣腿排x2 / 勁辣翅_50
104,INV_3A09A39939D6759A,麥當勞,2025-11-15,22:57:00,"(17, 21]",薯條-大 / A13_中冰紅1送1
215,INV_3A11F83FC4FEC9BE,麥當勞,2025-11-15,00:49:00,"(17, 21]",冰紅茶-中 / 餐-牛炸蝦堡 / 配-經典大薯
66,INV_3A1A5BCCF5025AA4,麥當勞,2025-10-23,00:28:00,"(17, 21]",薯條-大
213,INV_3A1A830F8C6404C4,麥當勞,2025-10-27,22:27:00,"(17, 21]",加購六塊雞 / 配-經典中薯 / 餐-雙層牛肉 / 玉米湯-大
100,INV_3A3701F3EE3C059E,麥當勞,2025-10-19,22:25:00,"(17, 21]",藍莓派
328,INV_3A4438FC4C9DEBF5,麥當勞,2025-11-08,23:59:00,"(17, 21]",吉事漢堡 / 加購勁辣翅 / 餐-牛炸蝦堡 / 玉米湯-大 / 配-原腿/排
104,INV_3A4754FDDE7CAB78,麥當勞,2025-10-27,22:55:00,"(17, 21]",#(牛)脆薯堡
533,INV_3A4F922FB66FB226,麥當勞,2025-11-02,22:40:00,"(17, 21]",餐-雞炸蝦堡 / 加購藍莓派 / 配-辣腿/排 / 薯條-大 / 冰蜂蜜紅茶 / 餐-牛炸蝦堡 / 玉米湯-小
199,INV_3A5052EAF4800193,麥當勞,2025-11-09,22:49:00,"(17, 21]",餐-牛炸蝦堡 / 配-經典中薯 / 冰紅茶-中
305,INV_3A62214ECB61BB40,麥當勞,2025-11-11,23:59:00,"(17, 21]",冰紅茶-中 / 冰奶茶 / 配-經典中薯 / 餐-六塊雞 / 餐-BLT牛肉堡
269,INV_3A66ADD78C35B951,麥當勞,2025-11-06,23:55:00,"(17, 21]",F18_勁辣堡+勁辣堡 / 冰綠茶-中
256,INV_3A68367ECA5096C1,麥當勞,2025-11-06,23:20:00,"(17, 21]",*勁辣香雞翅 / $2塑膠袋 / 六塊麥克雞塊 / P06_大薯x2 / 冰紅茶-中
108,INV_3A7A8017DE2482FB,麥當勞,2025-11-11,22:09:00,"(17, 21]",OREO冰炫風 / *勁辣香雞翅
143,INV_3A843C7C9A6664A0,麥當勞,2025-11-11,22:56:00,"(17, 21]",四塊麥克雞塊 / 玉米湯-小 / 薯條-中
280,INV_3A8B6F6D8ECFD1EB,麥當勞,2025-10-23,23:01:00,"(17, 21]",勁辣雞腿堡 / 勁辣翅_50 / 薯條-大 / C雪碧_小 / 雪碧-中 / 四塊麥克雞塊
294,INV_3A934C7BC4E24B67,麥當勞,2025-10-17,22:29:00,"(17, 21]",冰紅茶-中 / 配-經典大薯 / 餐-#(牛)脆薯堡 / 加購六塊雞 / 藍莓派
218,INV_3A952313B838B1EA,麥當勞,2025-11-03,02:14:00,"(17, 21]",餐-雙層麥香雞 / 加購六塊雞 / 配-經典大薯 / 冰紅茶-中
38,INV_3AA30B25727304E1,麥當勞,2025-10-31,22:59:00,"(17, 21]",雪碧-中
168,INV_3AB82955AA0C50B8,麥當勞,2025-10-27,00:51:00,"(17, 21]",蛋捲冰淇淋 / 玉米湯-大 / 配-經典中薯 / 餐-六塊雞
189,INV_3ACB1689189DA5D2,麥當勞,2025-10-28,02:37:00,"(17, 21]",加購六塊雞 / 玉米湯-大 / 餐-麥香雞 / 配-經典中薯
296,INV_3AD0B837BEC7110D,麥當勞,2025-11-14,02:18:00,"(17, 21]",餐-六塊雞 / 冰綠茶-中 / 配-經典大薯 / 餐-麥香魚 / 加購勁辣翅 / 玉米湯-小
201,INV_3AD0CEF6EAF829FA,麥當勞,2025-11-09,02:20:00,"(17, 21]",餐-六塊雞 / 加購勁辣翅 / 玉米湯-小 / 配-經典大薯
584,INV_3AD29786FA26BC59,麥當勞,2025-10-28,22:54:00,"(17, 21]",配-經典中薯 / 冰焦糖奶茶 / @小麥麥玩具 / 加購原腿/排 / 二原腿家家酒餐 / 餐-麥香魚M / 零卡可-中 / 加購蘋果派 / 歡樂送外送費
151,INV_3AD6DEB86E4B444D,麥當勞,2025-11-14,00:54:00,"(17, 21]",$2塑膠袋 / P01_四盎司牛x2
163,INV_3AF87FA824B65393,麥當勞,2025-11-10,22:18:00,"(17, 21]",配-經典中薯 / 鮮榨柳丁汁 / 餐-六塊雞
199,INV_3B00074203E58C31,麥當勞,2025-10-31,22:11:00,"(17, 21]",配-經典中薯 / 餐-雙蝦堡 / 冰紅茶-中
149,INV_3B07053DDE1A9B00,麥當勞,2025-11-06,23:20:00,"(17, 21]",C冰紅茶_小 / 薯條-大 / 蘋果派_50 / C可樂_小
187,INV_3B0BA52352E2D5E0,麥當勞,2025-10-20,22:11:00,"(17, 21]",冰紅茶-中 / 餐-雙層牛肉 / 配-經典中薯 / 薯條-中
184,INV_3B1EADACF4DF457E,麥當勞,2025-10-31,22:10:00,"(17, 21]",玉米湯-小 / 配-OREO炫冰 / 餐-勁辣雞腿
264,INV_3B2A2FDB0EC27A3C,麥當勞,2025-10-18,23:51:00,"(17, 21]",雪碧-中 / 餐-嫩煎雞腿 / 配-經典中薯 / 餐-勁辣雞腿 / 可樂-中
168,INV_3B2E7DE691780F5C,麥當勞,2025-11-09,22:55:00,"(17, 21]",C可樂_小 / P06_大薯x2 / 麥克雙牛_69
168,INV_3B2F7E62637CFE7A,麥當勞,2025-10-27,23:50:00,"(17, 21]",配-經典大薯 / $2塑膠袋 / 餐-六塊雞 / 玉米湯-大
59,INV_3B33A85738BE4553,麥當勞,2025-11-08,22:45:00,"(17, 21]",OREO冰炫風
210,INV_3B36F4458EE4D6A0,麥當勞,2025-11-05,22:48:00,"(17, 21]",套餐鮮乳 / 增加 吉事片 / 勁辣雞腿堡 / 配-經典中薯 / 餐-麥香魚
2,INV_3B3D2FE70BAAAF72,麥當勞,2025-10-26,23:24:00,"(17, 21]",$2塑膠袋
121,INV_3B41CAF86CFA1CCC,麥當勞,2025-10-24,22:53:00,"(17, 21]",薯條-大 / 玉米湯-大
128,INV_3B43ED58C64955DF,麥當勞,2025-11-08,23:25:00,"(17, 21]",D小薯 / C雪碧_小 / 麥香雞_50 / 六塊麥克雞塊
197,INV_3B4A68711489BBBB,麥當勞,2025-10-17,22:07:00,"(17, 21]",餐-#(牛)脆薯堡 / 冰奶茶 / 配-經典大薯
348,INV_3B4A7F28D990029F,麥當勞,2025-10-26,02:14:00,"(17, 21]",麥香魚_69 / 配-六塊豪吃 / 餐-麥香魚 / 配-經典大薯 / 雪碧-中 / 加購蘋果派 / C可樂_小 / 加購四雞塊
66,INV_3B4CA3C21BE4DAE0,麥當勞,2025-11-03,22:11:00,"(17, 21]",薯條-大
287,INV_3B56A00E16E0546C,麥當勞,2025-11-11,23:12:00,"(17, 21]",配-經典中薯 / 加購辣腿/排 / 冰蜂蜜紅茶 / 餐-牛炸蝦堡
153,INV_3B64D9BF3641E90F,麥當勞,2025-10-30,23:25:00,"(17, 21]",餐-雙層牛肉 / 可樂-中 / 配-經典大薯
40,INV_3B670D93BA8627AE,麥當勞,2025-11-09,22:51:00,"(17, 21]",蘋果派
95,INV_3B681A55E712AB20,麥當勞,2025-11-12,01:06:00,"(17, 21]",玉米湯-小 / 薯條-中
290,INV_3B783253A9F22D33,麥當勞,2025-11-11,23:38:00,"(17, 21]",可樂-中 / 蘋果派 / 二原腿排餐 / 配-經典中薯 / OREO冰炫風
40,INV_3B802D4E425104DD,麥當勞,2025-10-18,23:59:00,"(17, 21]",薯條-小
48,INV_3B8BEBEDAC0A7E4D,麥當勞,2025-11-13,23:51:00,"(17, 21]",四塊麥克雞塊
102,INV_3B8C35CB457E7850,麥當勞,2025-11-14,22:26:00,"(17, 21]",OREO冰炫風 / 冰無糖紅-中
192,INV_3B8EC21A86027280,麥當勞,2025-10-23,22:23:00,"(17, 21]",可樂-中 / 配-經典中薯 / 餐-帕瑪森牛肉堡
177,INV_3B997D7D1A784563,麥當勞,2025-10-18,23:04:00,"(17, 21]",OREO冰炫風 / 藍莓派 / *冰蜂蜜奶茶
259,INV_3B9BB9C456B9A061,麥當勞,2025-11-05,00:15:00,"(17, 21]",冰紅茶-中 / F19_大麥克+雙層牛 / 可樂-中
398,INV_3BA4D8D29AEFB826,麥當勞,2025-10-26,22:15:00,"(17, 21]",玉米湯-小 / 餐-四盎司牛 / 加購四雞塊 / $2塑膠袋 / 雙層牛肉堡 / 雙倍OR冰炫風 / 薯條-中 / 配-經典中薯
209,INV_3BB024565D34763B,麥當勞,2025-10-19,23:07:00,"(17, 21]",配-經典大薯 / 餐-勁辣雞腿 / 加購藍莓派 / 可樂-中
123,INV_3BB5C6C85CC611D2,麥當勞,2025-11-01,23:23:00,"(17, 21]",玉米湯-大 / 六塊麥克雞塊
140,INV_3BB8BFECE255479C,麥當勞,2025-10-19,22:14:00,"(17, 21]",餐-六塊雞 / 玉米湯-小 / 配-經典中薯
187,INV_3BC6899AB7948B15,麥當勞,2025-11-06,23:17:00,"(17, 21]",C零卡可_小 / 麥克雙牛_69 / $2塑膠袋 / 大麥克 / 可樂-中
176,INV_3BC8DC5D5B78EBB1,麥當勞,2025-11-02,22:36:00,"(17, 21]",大麥克 / 薯條-中 / 四塊麥克雞塊
99,INV_3BCA13481AFECBB3,麥當勞,2025-11-09,00:18:00,"(17, 21]",P02_原腿排x2
85,INV_3BDC80518EF54222,麥當勞,2025-10-16,22:42:00,"(17, 21]",玉米湯-小 / 薯條-小
282,INV_3BE87253B2393988,麥當勞,2025-10-20,22:02:00,"(17, 21]",玉米湯-小 / 配-OREO炫冰 / 加購藍莓派 / 二辣腿排餐
223,INV_3BE938DD7136E080,麥當勞,2025-11-01,23:06:00,"(17, 21]",OREO冰炫風 / 大蛋捲冰 / 薯條-大
244,INV_3BFC0312504C9BB2,麥當勞,2025-11-09,23:22:00,"(17, 21]",配-經典中薯 / 餐-牛炸蝦堡 / 加購勁辣翅 / 可樂-中
50,INV_3C0C98C06A206F3D,麥當勞,2025-10-23,22:49:00,"(17, 21]",C可樂_小 / 吉事漢堡_50
48,INV_3C1426CD02AA05EC,麥當勞,2025-11-05,23:09:00,"(17, 21]",四塊麥克雞塊
314,INV_3C1CA5F8C4B4BECF,麥當勞,2025-11-02,01:02:00,"(17, 21]",加購六塊雞 / $2塑膠袋 / 冰紅茶-中 / 餐-麥香魚 / 餐-六塊雞 / *冰蜂蜜奶茶 / 配-經典中薯
175,INV_3C1EA472F64A0EB2,麥當勞,2025-10-26,02:19:00,"(17, 21]",十塊麥克雞塊 / 薯條-大
330,INV_3C2067A9B3D85CED,麥當勞,2025-10-27,22:30:00,"(17, 21]",配-經典大薯 / 六塊麥克雞塊 / 可樂-中 / 二辣腿排餐 / 玉米湯-大
401,INV_3C22E4A1A2386FE3,麥當勞,2025-10-25,22:41:00,"(17, 21]",加購蘋果派 / $2塑膠袋 / 冰紅茶-中 / 玉米湯-小 / 餐-雙層牛肉 / 配-經典中薯 / 加購原腿/排 / 餐-十塊雞
198,INV_3C241F020AD53C51,麥當勞,2025-11-15,01:10:00,"(17, 21]",P03_六塊雞x2 / P06_大薯x2
128,INV_3C25ACF58C408349,麥當勞,2025-10-25,00:30:00,"(17, 21]",OREO冰炫風 / C雪碧_小 / 原腿/排_69
179,INV_3C38AF0553D649E5,麥當勞,2025-10-24,23:04:00,"(17, 21]",加購四雞塊 / 餐-麥香雞 / 配-經典大薯 / 冰綠茶-中
68,INV_3C3D6A8FA29A9FDE,麥當勞,2025-11-02,22:30:00,"(17, 21]",六塊麥克雞塊
239,INV_3C43F130A6F7B9A8,麥當勞,2025-10-25,02:16:00,"(17, 21]",加購藍莓派 / 配-經典大薯 / *冰蜂蜜奶茶 / 餐-勁辣雞腿
66,INV_3C67B4F9839DA99F,麥當勞,2025-10-24,02:01:00,"(17, 21]",薯條-大
103,INV_3C70BD09EB0BCFDB,麥當勞,2025-11-04,01:11:00,"(17, 21]",玉米湯-大 / 四塊麥克雞塊
50,INV_3C72B5F0E7F271BA,麥當勞,2025-11-02,22:46:00,"(17, 21]",薯條-中
144,INV_3C8ECB840C59F5A8,麥當勞,2025-11-10,01:00:00,"(17, 21]",配-經典中薯 / 玉米湯-小 / 餐-雙層牛肉
59,INV_3C914E995D701AAC,麥當勞,2025-10-17,22:14:00,"(17, 21]",OREO冰炫風
50,INV_3C94EE26797C82B3,麥當勞,2025-10-24,01:45:00,"(17, 21]",藍莓派
272,INV_3C9B214395B2409E,麥當勞,2025-10-31,23:47:00,"(17, 21]",冰紅茶-中 / 配-經典大薯 / 配-經典中薯 / 可樂-中 / 餐-雙層麥香雞M / 餐-麥香雞M
48,INV_3CA7E364FC84F6C5,麥當勞,2025-11-03,23:03:00,"(17, 21]",四塊麥克雞塊
425,INV_3CAD20BF78FAA412,麥當勞,2025-11-09,23:54:00,"(17, 21]",配-經典中薯 / 餐-雙層牛肉 / P02_原腿排x2 / 玉米湯-大 / 可樂-中 / 餐-雙蝦堡
156,INV_3CB11846CE641F65,麥當勞,2025-11-08,23:58:00,"(17, 21]",餐-六塊雞 / 配-經典大薯 / 玉米湯-小
171,INV_3CB2CE579EFA753F,麥當勞,2025-10-30,23:45:00,"(17, 21]",配-六塊豪吃 / 套餐鮮乳 / 餐-雙層牛肉
281,INV_3CBCA472168CEB07,麥當勞,2025-10-23,23:20:00,"(17, 21]",餐-雙層牛肉 / 玉米湯-大 / 加購四雞塊 / 薯條-大 / 配-經典大薯
285,INV_3CBCD739A92B68BA,麥當勞,2025-10-26,23:02:00,"(17, 21]",玉米湯-大 / 餐-十塊雞 / $2塑膠袋 / 配-經典大薯 / 可樂-中 / 冰紅茶-中
203,INV_3CBD480D89F940C9,麥當勞,2025-10-17,22:44:00,"(17, 21]",零卡可-中 / 餐-#(雞)脆薯堡 / 配-OREO炫冰
191,INV_3CCDDC1E6E58F073,麥當勞,2025-11-15,22:32:00,"(17, 21]",二原腿排餐 / 可樂-中 / 配-經典中薯
163,INV_3CD770722D402FFA,麥當勞,2025-10-23,02:26:00,"(17, 21]",冰焦糖奶茶 / 餐-六塊雞 / 配-經典中薯
115,INV_3CD9E20266C04174,麥當勞,2025-11-15,23:59:00,"(17, 21]",*勁辣香雞翅 / 四塊麥克雞塊 / 蛋捲冰淇淋
176,INV_3CECC139D0E5D90F,麥當勞,2025-11-15,23:07:00,"(17, 21]",餐-雙層牛肉M / 冰綠茶-中 / 配-OREO炫冰
128,INV_3CEDDB3FA293367A,麥當勞,2025-10-28,01:36:00,"(17, 21]",薯條-中 / 勁辣雞腿堡
